Optimal solution:
Rc[alpha,mux1_plin] = 1.0
Tin[mux4_plin,mux4_plout] = 9.44737670372669
Tin[fork28,cond_br24] = 10.0
Tin[fork30,mc_load5_plin] = 10.0
Tin[extsi75,addi25_plin] = 0.0
Tin[fork7,mux25_plin] = 5.052704202436538
Tin[control_merge16,fork36] = 10.0
Tin[fork36,mux30_plin] = 10.0
Tin[extsi69,addi24_plin] = 10.0
Tin[mux28_plin,mux28_plout] = 5.490295784357495
Tin[cond_br20,mux13_plin] = 10.0
Tin[fork21,mux28_plin] = 10.0
Tin[fork41,mux31_plin] = 10.0
Tin[fork45,cond_br34] = 10.0
Tin[muli1_plout,addi1_plin] = 0.0
Tin[extsi27,addi17_plin] = 6.517999425988859
Tin[mc_load3_plout,muli1_plin] = 1.412
Tin[cond_br38,sink11] = 10.0
Tin[fork49,cond_br38] = 10.0
Tin[mux5_plout,cond_br9] = 3.1372570030761735
Tin[cond_br29,mux18_plin] = 10.0
Tin[cond_br5,fork25] = 10.0
Tin[cmpi8_plin,cmpi8_plout] = 3.996401112609563
Tin[cond_br14,mux9_plin] = 10.0
Tin[constant36,extsi65] = 0.0
Tin[fork23,cmpi9_plin] = 10.0
Tin[cond_br41,mux29_plin] = 10.0
Tin[extsi68,mux31_plin] = 10.0
Tin[LSQ_load2_plin,LSQ_load2_plout] = 10.0
Tin[cond_br26,control_merge13] = 10.0
Tin[fork5,cond_br1] = 10.0
Tin[muli12_plin,muli12_plout] = 10.0
Tin[fork12,cond_br15] = 5.017583532460098
Tin[fork19,muli2_plin] = 0.0
Tin[constant41,extsi81] = 0.0
Tin[LSQ_load3_plout,LSQ4] = 0.0
Tin[fork49,cond_br45] = 10.0
Tin[mc_load6_plout,mux11_plin] = 1.412
Tin[LSQ_load6_plout,LSQ4] = 0.0
Tin[trunci4,cond_br41] = 10.0
Tin[cmpi11_plout,fork34] = 10.0
Tin[cond_br43,mux31_plin] = 10.0
Tin[cond_br3,sink2] = 10.0
Tin[fork17,constant28] = 10.0
Tin[constant29,fork22] = 0.0
Tin[extsi79,mc_store0] = 10.0
Tin[source12,constant40] = 0.0
Tin[fork9,extsi35] = 0.0
Tin[fork29,extsi62] = 10.0
Tin[constant40,extsi80] = 0.0
Tin[fork3,extsi29] = 6.5179994259888785
Tin[extsi61,mux29_plin] = 10.0
Tin[cond_br38,mux18_plin] = 10.0
Tin[fork27,cmpi10_plin] = 4.640872671392319
Tin[fork18,extsi48] = 10.0
Tin[mux8_plout,mux12_plin] = 10.0
Tin[cond_br43,sink9] = 10.0
Tin[LSQ4,LSQ_load6_plin] = 10.0
Tin[extsi71,LSQ_load6_plin] = 10.0
Tin[mux24_plin,mux24_plout] = 5.779531825811844
Tin[extsi39,mc_load8_plin] = 8.588000000000001
Tin[muli0_plout,addi0_plin] = 0.0
Tin[fork9,extsi36] = 0.0
Tin[fork16,mux26_plin] = 10.0
Tin[cond_br30,control_merge15] = 10.0
Tin[cond_br9,mux5_plin] = 5.564534842653641
Tin[fork5,extsi33] = 8.588000000000001
Tin[mux18_plin,mux18_plout] = 3.9381366248850247
Tin[cond_br44,fork46] = 10.0
Tin[cond_br34,cond_br38] = 10.0
Tin[addi1_plin,addi1_plout] = 7.315143800015026
Tin[lazy_fork0,fork8] = 10.0
Tin[addi22_plin,addi22_plout] = 2.0598065938762753
Tin[extsi31,muli11_plin] = 10.0
Tin[cond_br9,cond_br14] = 5.469012899801941
Tin[mux27_plout,fork18] = 10.0
Tin[extsi36,cmpi7_plin] = 0.0
Tin[extsi49,muli12_plin] = 10.0
Tin[mux11_plin,mux11_plout] = 5.490295784357495
Tin[extsi40,addi17_plin] = 0.0
Tin[addi0_plin,addi0_plout] = 3.0844384647623606
Tin[source10,constant38] = 0.0
Tin[cond_br18,mux11_plin] = 10.0
Tin[mux23_plin,mux23_plout] = 6.061410270622853
Tin[extsi66,mux30_plin] = 10.0
Tin[cmpi8_plout,fork14] = 5.01096990939155
Tin[LSQ_store1,LSQ4] = 10.0
Tin[mux1_plout,mux4_plin] = 8.264086065307923
Tin[extsi59,cmpi10_plin] = 0.0
Tin[mc_load7_plout,mux20_plin] = 1.412
Tin[cond_br6,sink4] = 10.0
Tin[extsi33,fork6] = 8.588000000000001
Tin[cond_br40,extsi61] = 10.0
Tin[cmpi7_plout,fork11] = 1.0056508448314567
Tin[cond_br0,sink0] = 10.0
Tin[mc_load6_plin,mc_load6_plout] = 10.0
Tin[fork6,mc_load2_plin] = 8.588000000000001
Tin[constant30,extsi54] = 0.0
Tin[mux18_plout,mux21_plin] = 10.0
Tin[constant32,extsi59] = 0.0
Tin[fork14,cond_br15] = 5.017583532460702
Tin[constant31,cond_br40] = 10.0
Tin[lazy_fork3,LSQ4] = 10.0
Tin[fork16,mux8_plin] = 10.0
Tin[fork28,cond_br40] = 10.0
Tin[fork37,control_merge17] = 10.0
Tin[addi4_plin,addi4_plout] = 3.960836771580765
Tin[muli4_plout,muli5_plin] = 0.0
Tin[fork11,cond_br0] = 2.888414701392065
Tin[mux21_plout,fork39] = 10.0
Tin[extsi37,addi18_plin] = 0.0
Tin[fork42,LSQ4] = 10.0
Tin[fork24,cond_br20] = 10.0
Tin[fork38,extsi71] = 0.0
Tin[fork45,cond_br33] = 10.0
Tin[mux26_plout,fork15] = 10.0
Tin[mux30_plin,mux30_plout] = 3.9381366248850247
Tin[cond_br29,mux16_plin] = 10.0
Tin[extsi72,muli13_plin] = 10.0
Tin[trunci1,cond_br2] = 5.115413745759386
Tin[fork18,extsi49] = 0.0
Tin[LSQ_store2,LSQ4] = 10.0
Tin[fork38,extsi69] = 10.0
Tin[control_merge11,fork1] = 5.017583532458062
Tin[mux21_plin,mux21_plout] = 3.9381366248850247
Tin[addi0_plout,addi1_plin] = 5.222877605225005
Tin[fork4,mc_load1_plin] = 8.588000000000001
Tin[extsi58,LSQ_store1] = 10.0
Tin[trunci5,cond_br43] = 10.0
Tin[mux12_plout,cond_br19] = 10.0
Tin[fork11,cond_br11] = 1.005650844831486
Tin[mux2_plout,mux5_plin] = 8.264086065308048
Tin[mc_load5_plin,mc_load5_plout] = 10.0
Tin[fork14,cond_br14] = 5.46901289980193
Tin[cond_br26,control_merge15] = 10.0
Tin[mux29_plout,fork29] = 10.0
Tin[fork13,cmpi8_plin] = 2.9832614002935456
Tin[mc_load2_plout,muli1_plin] = 1.412
Tin[extsi77,LSQ_load5_plin] = 10.0
Tin[fork11,cond_br9] = 1.005650844831486
Tin[LSQ_load6_plout,muli5_plin] = 0.0
Tin[constant26,extsi43] = 0.0
Tin[mux1_plin,mux1_plout] = 6.947452192476762
Tin[fork15,mux28_plin] = 10.0
Tin[addi24_plin,addi24_plout] = 3.9517467579653696
Tin[cmpi10_plin,cmpi10_plout] = 7.139309429162314
Tin[mc_load4_plout,muli3_plin] = 1.412
Tin[mc_load7_plin,mc_load7_plout] = 10.0
Tin[extsi53,muli12_plin] = 10.0
Tin[cond_br22,control_merge14] = 10.0
Tin[fork5,extsi32] = 10.0
Tin[mux31_plout,fork38] = 10.0
Tin[fork28,cond_br25] = 10.0
Tin[cond_br42,extsi66] = 10.0
Tin[constant23,fork9] = 0.0
Tin[fork2,control_merge12] = 5.017583532452482
Tout[fork11,cond_br8] = 3.066174198679549
Tout[mux25_plout,fork5] = 8.588000000000001
Tout[muli11_plin,muli11_plout] = 0.0
Tout[cond_br4,sink3] = 0.0
Tout[mux32_plin,mux32_plout] = 6.576369683043111
Tout[constant38,fork43] = 0.0
Tout[fork33,trunci4] = 0.0
Tout[fork20,cond_br5] = 0.0
Tout[fork24,cond_br19] = 0.0
Tout[addi19_plin,addi19_plout] = 2.0116274394154874
Tout[mux20_plout,addi4_plin] = 0.0
Tout[lazy_fork0,cond_br11] = 5.017583532465094
Tout[lazy_fork2,LSQ4] = 0.0
Tout[fork8,constant2] = 10.0
Tout[extsi42,addi19_plin] = 1.0336100277373812
Tout[cmpi9_plin,cmpi9_plout] = 6.4293294034678565
Tout[constant25,cond_br3] = 10.0
Tout[constant27,extsi44] = 0.0
Tout[extsi46,mc_load6_plin] = 0.0
Tout[source8,constant35] = 0.0
Tout[fork31,mux16_plin] = 0.0
Tout[addi4_plout,cond_br33] = 0.0
Tout[fork34,cond_br30] = 0.0
Tout[extsi50,mc_load4_plin] = 0.0
Tout[mux29_plin,mux29_plout] = 6.576369683043111
Tout[lazy_fork1,cond_br22] = 0.0
Tout[constant33,extsi60] = 0.0
Tout[control_merge14,lazy_fork1] = 0.0
Tout[extsi43,cmpi8_plin] = 0.0
Tout[fork39,muli4_plin] = 10.0
Tout[cond_br45,mux30_plin] = 0.0
Tout[cond_br42,sink8] = 0.0
Tout[mux26_plin,mux26_plout] = 6.576369683043111
Tout[beta,mux2_plin] = 0.0
Tout[source9,constant36] = 0.0
Tout[LSQ_store0,LSQ3] = 0.0
Tout[cond_br25,mux9_plin] = 0.0
Tout[extsi25,mux23_plin] = 0.0
Tout[extsi65,addi23_plin] = 0.0
Tout[extsi80,cmpi13_plin] = 0.0
Tout[fork26,constant3] = 10.0
Tout[cond_br0,mux24_plin] = 3.915035976848917
Tout[source0,constant23] = 0.0
Tout[addi2_plin,addi2_plout] = 6.358083095543865
Tout[cond_br40,sink6] = 0.0
Tout[extsi56,LSQ_load2_plin] = 10.0
Tout[cmpi12_plout,fork45] = 0.0
Tout[mux2_plin,mux2_plout] = 7.236453734313236
Tout[mc_load1_plin,mc_load1_plout] = 0.0
Tout[cond_br8,mux4_plin] = 7.474568116218948
Tout[cond_br18,LSQ_store1] = 10.0
Tout[fork22,extsi53] = 10.0
Tout[cond_br11,control_merge12] = 5.0175835324581435
Tout[addi3_plout,LSQ_store2] = 10.0
Tout[fork34,cond_br42] = 0.0
Tout[muli5_plout,addi4_plin] = 0.0
Tout[extsi48,addi21_plin] = 0.0
Tout[mc_load8_plin,mc_load8_plout] = 0.0
Tout[extsi57,addi22_plin] = 0.0
Tout[fork41,mux32_plin] = 0.0
Tout[fork17,control_merge14] = 0.0
Tout[extsi38,addi16_plin] = 0.0
Tout[fork40,extsi72] = 0.0
Tout[mux12_plin,mux12_plout] = 6.576369683043111
Tout[mc_load4_plin,mc_load4_plout] = 0.0
Tout[addi17_plout,extsi41] = 10.0
Tout[addi18_plout,fork10] = 8.71117052100417
Tout[fork3,extsi28] = 6.5179994259886
Tout[fork35,mux32_plin] = 0.0
Tout[fork42,LSQ3] = 0.0
Tout[cmpi9_plout,fork24] = 0.0
Tout[LSQ_load5_plout,muli4_plin] = 0.0
Tout[fork25,extsi58] = 0.0
Tout[muli3_plin,muli3_plout] = 0.0
Tout[extsi32,muli10_plin] = 10.0
Tout[fork31,mux29_plin] = 0.0
Tout[cond_br24,mux16_plin] = 0.0
Tout[addi25_plout,fork44] = 0.0
Tout[cmpi13_plin,cmpi13_plout] = 6.4293294034678565
Tout[mc_load2_plin,mc_load2_plout] = 0.0
Tout[lazy_fork0,LSQ3] = 0.0
Tout[extsi35,muli10_plin] = 10.0
Tout[fork19,cond_br20] = 0.0
Tout[fork1,mux23_plin] = 5.222411392895525
Tout[source13,constant41] = 0.0
Tout[LSQ_load5_plin,LSQ_load5_plout] = 0.0
Tout[fork45,cond_br36] = 0.0
Tout[extsi81,addi26_plin] = 0.0
Tout[cmpi11_plin,cmpi11_plout] = 6.4293294034678565
Tout[muli1_plin,muli1_plout] = 0.0
Tout[fork40,cond_br44] = 0.0
Tout[cond_br41,sink7] = 0.0
Tout[fork34,cond_br29] = 0.0
Tout[fork24,cond_br4] = 0.0
Tout[mc_load0_plout,muli0_plin] = 1.412
Tout[fork37,constant37] = 0.0
Tout[fork45,cond_br44] = 0.0
Tout[LSQ_load3_plout,addi3_plin] = 0.0
Tout[fork48,cmpi13_plin] = 0.0
Tout[fork46,extsi78] = 0.0
Tout[addi25_plin,addi25_plout] = 6.446756254524991
Tout[cond_br39,return1_plin] = 0.0
Tout[control_merge13,fork17] = 0.0
Tout[extsi64,cmpi11_plin] = 0.0
Tout[fork0,constant0] = 0.0
Tout[fork5,extsi31] = 10.0
Tout[extsi55,addi20_plin] = 0.0
Tout[trunci0,cond_br0] = 0.0
Tout[mux4_plout,cond_br8] = 3.137257003076147
Tout[cond_br13,mux8_plin] = 0.0
Tout[extsi74,cmpi12_plin] = 0.0
Tout[control_merge12,lazy_fork0] = 5.017583532457819
Tout[source1,constant24] = 0.0
Tout[extsi73,muli13_plin] = 10.0
Tout[fork21,mux27_plin] = 0.0
Tout[control_merge15,fork31] = 0.0
Tout[extsi30,fork4] = 8.588000000000001
Tout[control_merge17,fork41] = 0.0
Tout[LSQ3,end1_plin] = 0.0
Tout[control_merge12,fork7] = 5.052704202436538
Tout[cond_br8,cond_br13] = 5.469012899801839
Tout[LSQ4,end1_plin] = 0.0
Tout[source2,constant26] = 0.0
Tout[addi24_plout,extsi77] = 10.0
Tout[fork21,mux11_plin] = 0.0
Tout[source7,constant33] = 0.0
Tout[mux13_plin,mux13_plout] = 0.0
Tout[return1_plin,return1_plout] = 6.576880747692337
Tout[fork24,cond_br18] = 0.0
Tout[cond_br2,mux23_plin] = 5.2270783384532065
Tout[muli4_plin,muli4_plout] = 0.0
Tout[fork41,mux21_plin] = 0.0
Tout[constant5,extsi22] = 10.0
Tout[addi17_plin,addi17_plout] = 8.483643132544186
Tout[lazy_fork2,cond_br26] = 10.0
Tout[control_merge14,fork21] = 0.0
Tout[mux16_plin,mux16_plout] = 6.576369683043111
Tout[alpha,mux1_plin] = 0.0
Tout[fork4,mc_load3_plin] = 8.588000000000001
Tout[lazy_fork1,LSQ3] = 0.0
Tout[LSQ3,LSQ_load2_plin] = 0.0
Tout[cond_br19,mux12_plin] = 0.0
Tout[constant39,extsi75] = 0.0
Tout[mc_load1_plout,muli0_plin] = 1.412
Tout[fork33,cmpi11_plin] = 0.0
Tout[addi21_plin,addi21_plout] = 6.446756254524991
Tout[mux30_plout,fork35] = 0.0
Tout[mux28_plout,fork20] = 0.0
Tout[fork28,cond_br6] = 10.0
Tout[fork1,mux1_plin] = 5.650697927270996
Tout[fork43,extsi74] = 0.0
Tout[cond_br1,extsi42] = 1.0273305782939046
Tout[addi21_plout,fork23] = 0.0
Tout[constant34,cond_br42] = 10.0
Tout[trunci6,cond_br45] = 0.0
Tout[extsi28,addi16_plin] = 6.52198579907987
Tout[constant2,extsi2] = 10.0
Tout[fork44,trunci5] = 0.0
Tout[control_merge11,fork2] = 5.017583532456397
Tout[fork48,trunci6] = 0.0
Tout[muli10_plin,muli10_plout] = 0.0
Tout[constant0,extsi25] = 0.0
Tout[extsi52,cmpi9_plin] = 0.0
Tout[fork9,extsi34] = 10.0
Tout[constant28,extsi47] = 0.0
Tout[cond_br39,control_merge16] = 0.0
Tout[cond_br44,mux32_plin] = 0.0
Tout[extsi41,LSQ_store0] = 10.0
Tout[fork46,extsi79] = 10.0
Tout[mux9_plout,mux13_plin] = 0.0
Tout[mc_load5_plout,addi3_plin] = 0.0
Tout[cond_br3,extsi45] = 10.0
Tout[fork3,extsi27] = 6.517999425988859
Tout[fork13,trunci1] = 5.115413745759386
Tout[mux31_plin,mux31_plout] = 6.576369683043111
Tout[fork35,extsi67] = 0.0
Tout[addi18_plin,addi18_plout] = 7.654965511284638
Tout[trunci3,cond_br6] = 10.0
Tout[fork47,constant5] = 10.0
Tout[cmpi12_plin,cmpi12_plout] = 0.0
Tout[extsi44,addi19_plin] = 0.0
Tout[constant3,extsi11] = 10.0
Tout[fork41,mux20_plin] = 0.0
Tout[fork27,trunci3] = 10.0
Tout[mux9_plin,mux9_plout] = 6.576369683043111
Tout[fork42,cond_br36] = 0.0
Tout[cond_br14,mux2_plin] = 5.873700991287034
Tout[addi26_plout,fork48] = 0.0
Tout[cond_br36,fork47] = 0.0
Tout[lazy_fork3,fork32] = 0.0
Tout[extsi34,muli11_plin] = 10.0
Tout[addi23_plin,addi23_plout] = 6.446756254524991
Tout[cond_br4,mux27_plin] = 0.0
Tout[LSQ_load2_plout,muli2_plin] = 0.0
Tout[mux5_plin,mux5_plout] = 0.0
Tout[constant35,extsi64] = 0.0
Tout[fork32,constant34] = 0.0
Tout[mux16_plout,cond_br29] = 0.0
Tout[extsi67,mc_load7_plin] = 0.0
Tout[trunci2,cond_br4] = 0.0
Tout[extsi60,addi22_plin] = 0.0
Tout[mux13_plout,fork19] = 0.0
Tout[LSQ_load3_plin,LSQ_load3_plout] = 0.0
Tout[cond_br33,mc_store0] = 10.0
Tout[source6,constant32] = 0.0
Tout[fork24,cond_br22] = 0.0
Tout[fork44,cmpi12_plin] = 0.0
Tout[extsi54,addi21_plin] = 0.0
Tout[fork14,cond_br13] = 5.469012899801822
Tout[cond_br33,mux20_plin] = 0.0
Tout[fork29,extsi63] = 0.0
Tout[cmpi10_plout,fork28] = 10.0
Tout[cmpi13_plout,fork49] = 0.0
Tout[mux20_plin,mux20_plout] = 6.576369683043111
Tout[mc_load0_plin,mc_load0_plout] = 0.0
Tout[fork15,extsi46] = 0.0
Tout[extsi29,addi18_plin] = 6.571781621989553
Tout[cond_br1,mux25_plin] = 4.690713712117389
Tout[mux23_plout,mux25_plin] = 6.945050863407532
Tout[fork6,mc_load0_plin] = 8.588000000000001
Tout[source11,constant39] = 0.0
Tout[control_merge15,lazy_fork3] = 0.0
Tout[extsi78,addi26_plin] = 0.0
Tout[source3,constant27] = 0.0
Tout[addi26_plin,addi26_plout] = 6.446756254524991
Tout[cond_br11,fork12] = 5.017583532460796
Tout[muli13_plout,extsi76] = 0.0
Tout[muli13_plin,muli13_plout] = 0.0
Tout[fork25,extsi57] = 0.0
Tout[muli10_plout,extsi38] = 0.0
Tout[fork12,constant25] = 10.0
Tout[control_merge16,fork37] = 0.0
Tout[constant37,extsi68] = 0.0
Tout[muli12_plout,extsi55] = 0.0
Tout[return1_plout,end1_plin] = 0.0
Tout[muli5_plin,muli5_plout] = 0.0
Tout[constant1,extsi26] = 5.046027361304073
Tout[addi23_plout,fork33] = 0.0
Tout[addi3_plin,addi3_plout] = 6.358083095543865
Tout[addi20_plout,extsi56] = 10.0
Tout[addi16_plin,addi16_plout] = 7.55702488886255
Tout[mux32_plout,fork40] = 0.0
Tout[cond_br19,cond_br24] = 0.0
Tout[cond_br24,mux8_plin] = 0.0
Tout[cmpi7_plin,cmpi7_plout] = 0.0
Tout[control_merge17,fork42] = 0.0
Tout[fork1,mux2_plin] = 5.650697927271014
Tout[fork43,extsi73] = 10.0
Tout[LSQ_load2_plout,LSQ3] = 0.0
Tout[fork26,constant31] = 0.0
Tout[cond_br30,control_merge16] = 0.0
Tout[cond_br2,sink1] = 0.0
Tout[cond_br15,control_merge11] = 5.017583532458062
Tout[mux25_plin,mux25_plout] = 7.793514859102425
Tout[fork3,extsi30] = 8.588000000000001
Tout[extsi26,mux24_plin] = 5.0596004311317095
Tout[constant24,extsi37] = 0.0
Tout[muli0_plin,muli0_plout] = 0.0
Tout[fork22,extsi52] = 0.0
Tout[extsi62,addi23_plin] = 0.0
Tout[LSQ_load5_plout,LSQ3] = 0.0
Tout[lazy_fork2,fork26] = 0.0
Tout[muli3_plout,addi2_plin] = 0.0
Tout[fork21,mux13_plin] = 0.0
Tout[cond_br5,mux28_plin] = 0.0
Tout[mux11_plout,addi2_plin] = 0.0
Tout[fork36,mux18_plin] = 0.0
Tout[fork39,cond_br34] = 0.0
Tout[LSQ4,LSQ_load3_plin] = 0.0
Tout[control_merge13,fork16] = 0.0
Tout[fork14,cond_br2] = 5.115413745759727
Tout[fork7,mux24_plin] = 5.062190714887454
Tout[cond_br15,control_merge13] = 0.0
Tout[fork23,trunci2] = 0.0
Tout[start_0,fork0] = 0.0
Tout[fork16,mux9_plin] = 0.0
Tout[mux27_plin,mux27_plout] = 6.576369683043111
Tout[source4,constant29] = 0.0
Tout[fork20,extsi51] = 0.0
Tout[muli2_plout,muli3_plin] = 0.0
Tout[addi20_plin,addi20_plout] = 6.417334733635803
Tout[mc_load8_plout,addi0_plin] = 1.412
Tout[fork49,cond_br39] = 0.0
Tout[cond_br45,sink10] = 0.0
Tout[muli2_plin,muli2_plout] = 0.0
Tout[cond_br6,mux26_plin] = 0.0
Tout[LSQ_load6_plin,LSQ_load6_plout] = 0.0
Tout[end1_plin,end1_plout] = 5.345927362693224
Tout[fork7,mux4_plin] = 7.163568439957334
Tout[extsi70,addi25_plin] = 0.0
Tout[cond_br22,lazy_fork2] = 0.0
Tout[fork45,cond_br43] = 0.0
Tout[mux24_plout,fork3] = 6.5179994259888785
Tout[fork14,cond_br3] = 10.0
Tout[source5,constant30] = 0.0
Tout[fork7,mux5_plin] = 7.163568439957302
Tout[cond_br25,sink5] = 0.0
Tout[fork21,mux12_plin] = 0.0
Tout[fork30,LSQ_load3_plin] = 10.0
Tout[fork10,cmpi7_plin] = 8.77750650896547
Tout[mc_load3_plin,mc_load3_plout] = 0.0
Tout[fork30,LSQ_store2] = 10.0
Tout[fork34,cond_br41] = 0.0
Tout[fork2,constant1] = 5.0325601107261555
Tout[cond_br20,cond_br25] = 0.0
Tout[lazy_fork3,cond_br30] = 0.0
Tout[fork38,extsi70] = 0.0
Tout[extsi63,fork30] = 0.0
Tout[fork10,trunci0] = 10.0
Tout[fork24,cond_br5] = 0.0
Tout[addi16_plout,extsi39] = 8.588000000000001
Tout[extsi76,addi24_plin] = 0.0
Tout[addi19_plout,fork13] = 2.9832614002935456
Tout[extsi51,addi20_plin] = 0.0
Tout[cond_br34,mux21_plin] = 0.0
Tout[fork11,cond_br1] = 1.0218098407805036
Tout[cond_br36,control_merge17] = 0.0
Tout[addi1_plout,LSQ_store0] = 10.0
Tout[fork0,control_merge11] = 0.0
Tout[constant4,extsi15] = 10.0
Tout[cond_br13,mux1_plin] = 5.873700991286953
Tout[fork18,extsi50] = 0.0
Tout[extsi45,mux26_plin] = 0.0
Tout[fork28,cond_br26] = 10.0
Tout[mux8_plin,mux8_plout] = 6.576369683043111
Tout[fork47,cond_br39] = 0.0
Tout[extsi47,mux27_plin] = 0.0
Tout[addi22_plout,fork27] = 4.640872671392319
Tout[addi2_plout,cond_br18] = 0.0
Tout[muli11_plout,extsi40] = 0.0
Tout[LSQ3,LSQ_load5_plin] = 0.0
Tout[fork32,constant4] = 10.0
Tout[mux4_plin,mux4_plout] = 0.0
Tout[fork28,cond_br24] = 10.0
Tout[fork30,mc_load5_plin] = 0.0
Tout[extsi75,addi25_plin] = 0.0
Tout[fork7,mux25_plin] = 6.017898944451265
Tout[control_merge16,fork36] = 0.0
Tout[fork36,mux30_plin] = 0.0
Tout[extsi69,addi24_plin] = 0.0
Tout[mux28_plin,mux28_plout] = 0.0
Tout[cond_br20,mux13_plin] = 0.0
Tout[fork21,mux28_plin] = 0.0
Tout[fork41,mux31_plin] = 0.0
Tout[fork45,cond_br34] = 0.0
Tout[muli1_plout,addi1_plin] = 0.0
Tout[extsi27,addi17_plin] = 6.778810533673537
Tout[mc_load3_plout,muli1_plin] = 1.412
Tout[cond_br38,sink11] = 0.0
Tout[fork49,cond_br38] = 0.0
Tout[mux5_plout,cond_br9] = 3.137257003076174
Tout[cond_br29,mux18_plin] = 0.0
Tout[cond_br5,fork25] = 0.0
Tout[cmpi8_plin,cmpi8_plout] = 4.003166847061545
Tout[cond_br14,mux9_plin] = 0.0
Tout[constant36,extsi65] = 0.0
Tout[fork23,cmpi9_plin] = 0.0
Tout[cond_br41,mux29_plin] = 0.0
Tout[extsi68,mux31_plin] = 0.0
Tout[LSQ_load2_plin,LSQ_load2_plout] = 0.0
Tout[cond_br26,control_merge13] = 0.0
Tout[fork5,cond_br1] = 0.0
Tout[muli12_plin,muli12_plout] = 0.0
Tout[fork12,cond_br15] = 5.017583532460098
Tout[fork19,muli2_plin] = 10.0
Tout[constant41,extsi81] = 0.0
Tout[LSQ_load3_plout,LSQ4] = 0.0
Tout[fork49,cond_br45] = 0.0
Tout[mc_load6_plout,mux11_plin] = 0.0
Tout[LSQ_load6_plout,LSQ4] = 0.0
Tout[trunci4,cond_br41] = 0.0
Tout[cmpi11_plout,fork34] = 0.0
Tout[cond_br43,mux31_plin] = 0.0
Tout[cond_br3,sink2] = 0.0
Tout[fork17,constant28] = 0.0
Tout[constant29,fork22] = 0.0
Tout[extsi79,mc_store0] = 10.0
Tout[source12,constant40] = 0.0
Tout[fork9,extsi35] = 10.0
Tout[fork29,extsi62] = 0.0
Tout[constant40,extsi80] = 0.0
Tout[fork3,extsi29] = 6.517999425988693
Tout[extsi61,mux29_plin] = 0.0
Tout[cond_br38,mux18_plin] = 0.0
Tout[fork27,cmpi10_plin] = 5.288979763354669
Tout[fork18,extsi48] = 0.0
Tout[mux8_plout,mux12_plin] = 0.0
Tout[cond_br43,sink9] = 0.0
Tout[LSQ4,LSQ_load6_plin] = 0.0
Tout[extsi71,LSQ_load6_plin] = 10.0
Tout[mux24_plin,mux24_plout] = 5.790859287027689
Tout[extsi39,mc_load8_plin] = 8.588000000000001
Tout[muli0_plout,addi0_plin] = 0.0
Tout[fork9,extsi36] = 0.0
Tout[fork16,mux26_plin] = 0.0
Tout[cond_br30,control_merge15] = 0.0
Tout[cond_br9,mux5_plin] = 7.474568116218941
Tout[fork5,extsi33] = 8.588000000000001
Tout[mux18_plin,mux18_plout] = 6.576369683043111
Tout[cond_br44,fork46] = 0.0
Tout[cond_br34,cond_br38] = 0.0
Tout[addi1_plin,addi1_plout] = 8.028580666928145
Tout[lazy_fork0,fork8] = 10.0
Tout[addi22_plin,addi22_plout] = 2.795483594947766
Tout[extsi31,muli11_plin] = 10.0
Tout[cond_br9,cond_br14] = 5.469012899801941
Tout[mux27_plout,fork18] = 0.0
Tout[extsi36,cmpi7_plin] = 0.0
Tout[extsi49,muli12_plin] = 10.0
Tout[mux11_plin,mux11_plout] = 0.0
Tout[extsi40,addi17_plin] = 0.0
Tout[addi0_plin,addi0_plout] = 3.5300036401400163
Tout[source10,constant38] = 0.0
Tout[cond_br18,mux11_plin] = 0.0
Tout[mux23_plin,mux23_plout] = 6.121541658428757
Tout[extsi66,mux30_plin] = 0.0
Tout[cmpi8_plout,fork14] = 5.010969909393322
Tout[LSQ_store1,LSQ4] = 0.0
Tout[mux1_plout,mux4_plin] = 8.494580823158323
Tout[extsi59,cmpi10_plin] = 0.0
Tout[mc_load7_plout,mux20_plin] = 0.0
Tout[cond_br6,sink4] = 0.0
Tout[extsi33,fork6] = 8.588000000000001
Tout[cond_br40,extsi61] = 10.0
Tout[cmpi7_plout,fork11] = 1.005650844831486
Tout[cond_br0,sink0] = 0.0
Tout[mc_load6_plin,mc_load6_plout] = 0.0
Tout[fork6,mc_load2_plin] = 8.588000000000001
Tout[constant30,extsi54] = 0.0
Tout[mux18_plout,mux21_plin] = 0.0
Tout[constant32,extsi59] = 0.0
Tout[fork14,cond_br15] = 5.017583532460702
Tout[constant31,cond_br40] = 10.0
Tout[lazy_fork3,LSQ4] = 0.0
Tout[fork16,mux8_plin] = 0.0
Tout[fork28,cond_br40] = 10.0
Tout[fork37,control_merge17] = 0.0
Tout[addi4_plin,addi4_plout] = 6.358083095543865
Tout[muli4_plout,muli5_plin] = 0.0
Tout[fork11,cond_br0] = 2.888414701392065
Tout[mux21_plout,fork39] = 0.0
Tout[extsi37,addi18_plin] = 0.0
Tout[fork42,LSQ4] = 0.0
Tout[fork24,cond_br20] = 0.0
Tout[fork38,extsi71] = 0.0
Tout[fork45,cond_br33] = 0.0
Tout[mux26_plout,fork15] = 0.0
Tout[mux30_plin,mux30_plout] = 6.576369683043111
Tout[cond_br29,mux16_plin] = 0.0
Tout[extsi72,muli13_plin] = 10.0
Tout[trunci1,cond_br2] = 5.115413745759386
Tout[fork18,extsi49] = 0.0
Tout[LSQ_store2,LSQ4] = 0.0
Tout[fork38,extsi69] = 0.0
